,reviews_title,char_count,word_count,sentiment
447,much potential,21,3,Negative
448,poor mans hunger games,25,4,Negative
452,decent show,13,2,Negative
454,korea outdone masterpiece,44,5,Negative
457,masterpieces,16,1,Negative
458,im shocked,19,3,Negative
460,almost perfect fails stick bigger idea,55,10,Negative
463,tldr review people hurry,35,7,Negative
467,okay vips showed,38,8,Negative
468,incredible listen vip reviews read,60,11,Negative
469,good cop dies,30,6,Negative
477,trash whats hype,37,7,Negative
485,interesting besiide games plau,49,8,Negative
489,ridiculous nonsense,22,2,Negative
490,bad korean series,30,6,Negative
492,holes,13,3,Negative
493,bad great either,30,6,Negative
497,overrated garbage,19,2,Negative
498,hyped,12,2,Negative
500,great potential ruined overacting,38,5,Negative
501,wow,5,1,Negative
509,saw dubbed,29,6,Negative
510,dont get hype show,38,8,Negative
512,torture east,23,4,Negative
514,good,15,3,Negative
516,okay,7,1,Negative
519,original idea,15,2,Negative
520,clich galore,15,2,Negative
526,gruesome basic like intended audience,47,8,Negative
527,bravo korea usa momwife fan,42,8,Negative
528,funny games,13,2,Negative
529,wow,5,1,Negative
533,relatable death trap,26,4,Negative
534,inconsistent nice time,36,7,Negative
539,4 episode mini series slow times,60,11,Negative
541,way boring overrated,32,6,Negative
542,incredible show fails stick landing,53,9,Negative
543,trash,7,1,Negative
544,bad acting foolish composition,36,5,Negative
549,atrocious translation,23,2,Negative
555,one word good,17,3,Negative
559,nothing like youve seen,33,5,Negative
560,cool concept way cheesy,33,6,Negative
561,great show terrible ending,29,4,Negative
564,weak,6,1,Negative
568,think ill nightmares,29,4,Negative
573,give,14,3,Negative
575,saw tiktok,15,3,Negative
576,total waste time,25,6,Negative
577,good show,17,4,Negative
587,overacted overrated,25,3,Negative
592,ignore multiple script holes,34,5,Negative
593,could good,23,4,Negative
594,bomb,11,2,Negative
595,season 2 please,17,3,Negative
600,vips guest sucks,18,3,Negative
603,banal gets,21,5,Negative
604,hollywood forgot,23,3,Negative
605,bad produced netflix,34,6,Negative
606,entertaining enough probably would better movie,65,10,Negative
608,breaking bad,28,5,Negative
610,depressing,12,1,Negative
611,inducing violence among kids,30,4,Negative
612,couldve much better,31,5,Negative
613,15,23,6,Negative
616,starts weird gets good end poor,45,9,Negative
618,one best tv series 2021,35,8,Negative
619,copy cat,10,2,Negative
623,many kills still thrill attachments characters,68,11,Negative
624,old idea still gold,25,5,Negative
625,worth watching,16,2,Negative
626,overall pretty good first 2 episodes last episode makes show worse,86,15,Negative
627,guess nobody reads books,38,7,Negative
630,good show,22,4,Negative
631,worth watching,16,2,Negative
632,dont believe hype,24,4,Negative
634,great idea terrible execution,32,4,Negative
635,utterly boring,16,2,Negative
636,good couldnt invest characters,40,6,Negative
640,prepare like unlikable character,41,6,Negative
652,like bet horses lower animals theres someone wholl bet,81,15,Negative
654,boring horrible acting predictable twists trash main character,67,8,Negative
655,wow,8,1,Negative
656,watchable overrated,26,3,Negative
658,could much better,32,6,Negative
659,speed racer esque dubbed annoying,38,6,Negative
660,oh moral dilemmas,24,4,Negative
666,disgusting show,17,2,Negative
670,vip inaccurate portrayal,31,4,Negative
673,keep guessing,27,5,Negative
676,dont watch dubbed version,28,4,Negative
677,new idea,16,4,Negative
678,nice plot,11,2,Negative
679,ott acting spoils intriguing story,36,5,Negative
690,speechless,12,1,Negative
691,im obsessed,14,2,Negative
692,change name stupid,34,6,Negative
700,standard netflix trash,24,3,Negative
702,hyped like disney movie,27,5,Negative
706,giving straight 10 super content,39,7,Negative
710,really good show,20,4,Negative
715,seems,19,4,Negative
716,great untill episode 4,24,4,Negative
718,good show plenty potential,40,7,Negative
722,positive surprise,19,2,Negative
723,decent watch,14,2,Negative
724,good,10,2,Negative
737,hyped,12,2,Negative
740,pretty good pretty predictable,37,5,Negative
741,fun ended poorly,25,5,Negative
746,bad must finished think,38,8,Negative
747,waste time,15,3,Negative
750,complete waste time,31,6,Negative
751,would 10,23,5,Negative
752,disturbing logic whatsoever,38,5,Negative
753,perhaps good show ruined translation,44,7,Negative
754,pretty good show,19,3,Negative
756,entertaining bingeable tv series,46,7,Negative
758,watch waste time,30,7,Negative
762,exoectable boring worth time,41,6,Negative
763,really cool,22,4,Negative
765,decent show much hype,31,6,Negative
766,decent show much hype,31,6,Negative
768,yes yes yes,23,5,Negative
771,poor acting,18,3,Negative
772,yes like,15,3,Negative
773,idea interesting,26,4,Negative
774,real stinker,16,3,Negative
777,vip spoiled atill want see end,46,9,Negative
781,wow overdub come long way,34,7,Negative
783,thing mine gganbu,48,10,Negative
787,waste time,15,3,Negative
789,simply overratedjust hype nothing,43,5,Negative
794,wow watch one,34,7,Negative
796,would anything money,30,5,Negative
798,sae byeok never get,36,7,Negative
801,gore garbage,14,2,Negative
802,good predictable,22,3,Negative
813,super surprise,16,2,Negative
815,boring core waste time,35,7,Negative
817,seriously,11,1,Negative
820,movie pretty good main character maybe stupidest character history tv shows,112,20,Negative
825,people pleasing innovation,32,4,Negative
829,terrible,10,1,Negative
830,pretty horrible,17,2,Negative
835,could bit faster,23,5,Negative
845,dont get hype,21,5,Negative
847,vips masked singer cannot act,40,7,Negative
850,fun watch really dont know hyped sooo much,75,16,Negative
852,koreans dont disappoint,27,3,Negative
855,worst tv show ever,20,4,Negative
857,amazing series ending stupid,51,8,Negative
860,oh korea youve gone done,40,8,Negative
862,good vips,19,4,Negative
863,mean woooh,14,3,Negative
866,movie,26,5,Negative
867,im,28,6,Negative
871,dont get hype,20,4,Negative
874,good great def 8 plus,35,8,Negative
878,im genrous rating serie deserves 5,73,13,Negative
879,interesting,13,1,Negative
883,good show,11,2,Negative
886,starts 9 stars,24,4,Negative
891,predictable cliche overrated,32,3,Negative
894,ruined ending,22,4,Negative
895,overrated tv show,19,3,Negative
898,good,12,2,Negative
902,boring,8,1,Negative
903,start death popularity,49,9,Negative
904,copy saw hostel,22,5,Negative
905,well made well explained worth every second time,59,10,Negative
906,episode 7 jumped shark,28,5,Negative
914,creepy horrerscifi thriller,34,4,Negative
916,sorry exists,29,6,Negative
917,decent,8,1,Negative
920,vips super cringy,23,4,Negative
921,1 show hands,24,4,Negative
924,predictable plot original,37,5,Negative
927,great series vip,31,6,Negative
929,havent slept couldnt stop watching,42,6,Negative
931,great idea bad execution,27,4,Negative
932,nonsense series,17,2,Negative
935,kaiji inspired film bad,40,8,Negative
939,phone run battery,48,9,Negative
942,worst series ive seen loooong long time,47,9,Negative
943,sick tiring,17,3,Negative
945,rated high horrible,42,8,Negative
947,good,14,3,Negative
949,vip casting script ruins show,39,7,Negative
955,amazing like kind movies korea,52,10,Negative
961,nice ideas,21,4,Negative
964,close 10 lots spoilers,37,8,Negative
965,good,10,2,Negative
970,dont give hype,27,6,Negative
974,anticlimactic thrill ride,27,3,Negative
975,good show best tv,34,8,Negative
980,totally overrated,20,2,Negative
985,dont believe hype,25,4,Negative
987,dont watch dontlt time,38,7,Negative
989,poor choices,14,2,Negative
995,series,17,4,Negative
997,dont know fuss,41,9,Negative
999,interesting,13,1,Negative
1000,stupid idea rich,22,4,Negative
1002,great fun dont forget message,40,7,Negative
1003,nothing wrong finale,34,5,Negative
1005,better expected,22,3,Negative
1008,atrocious acting,18,2,Negative
1009,take back bad review,25,5,Negative
1010,everyone hating vips,32,6,Negative
1011,predictable,13,1,Negative
1013,worst climax,14,2,Negative
1014,unbelievable,15,1,Negative
1016,shiny empty,17,3,Negative
1024,stock characters predictable drama weaken good social commentary,73,10,Negative
1028,good show fundamental flaw 3 people missing,55,10,Negative
1029,good thriller scenes way predictable,49,8,Negative
1031,hyped,21,5,Negative
1032,sadistic show mass murdering artistically produced,61,8,Negative
1035,bad ending,12,2,Negative
1039,could 10 without vip acting,45,9,Negative
1040,mindless violence,19,2,Negative
1041,boring boring boring,22,3,Negative
1042,rediculous nonsense,21,2,Negative
1043,amazing show korea,26,4,Negative
1049,great show excellent costumes horrible vip acting,52,7,Negative
1051,boring,8,1,Negative
1053,multiply filmmakers,39,6,Negative
1054,games plot holes still bothering,47,8,Negative
1058,amazing story lines bad characters bad ending,49,7,Negative
1060,great show terrible ending,29,4,Negative
1069,zzzzzzz,9,1,Negative
1070,9,24,5,Negative
1071,top series 2021,20,4,Negative
1073,games interesting show meh,47,8,Negative
1074,wasnt going,32,7,Negative
1076,best korean series vips ruined,41,7,Negative
1080,hyped,14,2,Negative
1081,amazing conceptwho hired vip actors,46,6,Negative
1082,skip parts make end,51,12,Negative
1084,im quite sure reason became popular korean show,86,16,Negative
1086,best korea,17,3,Negative
1091,wow wow,17,3,Negative
1092,good show,11,2,Negative
1093,poor mans dream nightmare steroids,43,6,Negative
1097,mediocre best,19,3,Negative
1099,bogus boring,18,3,Negative
1101,im,9,2,Negative
1102,really good,20,4,Negative
1103,sorry original poor ending,48,8,Negative
1107,good story bad acting,31,5,Negative
1108,another stupid overrating korean drama,40,5,Negative
1113,would,24,5,Negative
1115,super underwhelming,21,2,Negative
1118,fast forwarded lot,22,4,Negative
1120,piece garbage,19,3,Negative
1124,good weak final episode,43,8,Negative
1125,fun verry predictable,35,6,Negative
1126,rated heck,20,4,Negative
1127,really dissimilar concept show,32,4,Negative
1128,provocative expected,32,5,Negative
1129,good dont really want season 2,46,10,Negative
1130,wait,13,2,Negative
1134,710 last episode,35,7,Negative
1138,shallow plot characters,29,4,Negative
1143,predictable snoozefest,27,3,Negative
1145,tedious toxic ultimately empty boring,46,6,Negative
1147,sick series,13,2,Negative
1150,wow ride,18,4,Negative
1174,pretty boring show overhyped,34,5,Negative
1176,starts good ends horribly,28,4,Negative
1178,looked hype,33,6,Negative
1180,good,6,1,Negative
1183,hoyeon jung acting debut,41,9,Negative
1188,show,23,5,Negative
1193,good idea,19,3,Negative
1195,ok show,12,2,Negative
1200,binge watched weekend,48,7,Negative
1205,sorry sorry,19,4,Negative
1207,poor,15,3,Negative
1208,predictable,18,2,Negative
1213,ok braindead,26,5,Negative
1217,series worth watching,23,3,Negative
1218,voice overs annoying still 1010,40,7,Negative
1219,atrocious acting,19,2,Negative
1230,half episodes promising total disappointing,59,8,Negative
1234,definitely bad show hype nothing,55,11,Negative
1238,worst among genre would say,40,8,Negative
1242,great series bad english actors,35,5,Negative
1244,one boring shows ever watched,50,10,Negative
1246,drivel,8,1,Negative
1251,good expected eye rolling ending,51,10,Negative
1252,wow,5,1,Negative
1253,violent satanic filth,25,3,Negative
1255,interesting idea decent execution,42,5,Negative
1256,running man battle royale baby,45,9,Negative
1263,could gold,22,4,Negative
1264,crazy,12,2,Negative
1265,cliche,8,1,Negative
1266,definitely 83 rating,29,5,Negative
1269,begin,23,4,Negative
1271,basically korean kaiji,24,3,Negative
1275,hyped even 10 hype,37,8,Negative
1276,full serious,14,2,Negative
1277,would give 0 star could,40,10,Negative
1279,better think,23,4,Negative
1280,strong premise mediocre execution,36,4,Negative
1283,good episodes mostly disappointing,48,7,Negative
1284,wow wow,16,3,Negative
1286,possible plot hole,21,3,Negative
1289,boring slow,22,4,Negative
1291,material another 2 seasons,36,6,Negative
1293,interesting,17,1,Negative
1295,hooks,17,4,Negative
1297,u start cant stop,31,6,Negative
1300,good weekend binge,26,5,Negative
1305,ok show,12,3,Negative
1307,put much msg dish,28,7,Negative
1311,really good,21,4,Negative
1312,hooked start,31,6,Negative
1313,good okay,23,5,Negative
1319,simplistic disappointing ending otherwise good series,65,9,Negative
1324,dont watch english,27,5,Negative
1328,wow,5,1,Negative
1331,good,14,3,Negative
1334,awwww,7,1,Negative
1340,wished could unwatch est need,49,10,Negative
1352,good premise butspoilers first episode,50,6,Negative
1356,vip cringe level,25,4,Negative
1357,dont care vips performance,41,7,Negative
1358,unique idea boring times,33,6,Negative
1359,great show horrible vips,27,4,Negative
1361,didnt like,18,4,Negative
1362,great premise poorly executedtoo much hype,46,6,Negative
1364,utterly stupid complete waste time,41,6,Negative
1366,boring shallow,20,3,Negative
1369,hollywood dry idea,42,8,Negative
1370,could lost bad acting vips,38,7,Negative
1371,horrible ridiculous,25,3,Negative
1373,amusing yet predictable sometimes dull,44,6,Negative
1374,bad copy kaiji,21,5,Negative
1375,bang average,14,2,Negative
1380,good predictable,22,3,Negative
1381,great vip came,26,5,Negative
1382,good idea original,36,7,Negative
1384,would cool series maybe,44,8,Negative
1385,vip sucked,12,2,Negative
1390,fly moon let play among stars,50,11,Negative
1391,elaborate joke,30,5,Negative
1392,good found deep youre shallow,53,10,Negative
1394,started wonderfully ended stupidly,40,4,Negative
1395,bad,16,3,Negative
1396,show predictable angry wasting 9 hours,76,15,Negative
1399,new thing came none,46,9,Negative
1400,netflix garbage,17,2,Negative
1402,bad enjoyable,19,3,Negative
1403,atmospheric show something wide audience even bit predictable,97,17,Negative
1405,slow start worth watching,32,5,Negative
1406,stop watching walking dead,42,7,Negative
1408,honestly dont know fuss,44,8,Negative
1409,decent meh,16,3,Negative
1418,potential best series failed last episode,68,13,Negative
1420,new idea,10,2,Negative
1421,good,10,2,Negative
1422,full holes,15,3,Negative
1426,eh,4,1,Negative
1427,dont waste time,22,4,Negative
1429,starts well becomes predictable end,48,8,Negative
1431,great psycho triller movie plot went bad towards end,62,11,Negative
1434,hum,9,1,Negative
1436,amazing visuals paired mediocre plot,43,6,Negative
1437,horrible every way,23,4,Negative
1439,cant see fuss,36,8,Negative
1442,wise dont even consider trash,42,7,Negative
1444,enough psycho ideas,32,5,Negative
1445,pretty meh,15,2,Negative
1449,dont understand popular,37,6,Negative
1450,dont waste time,23,4,Negative
1451,predictable,13,1,Negative
1454,series,11,2,Negative
1459,stupid show horrible translation,45,7,Negative
1461,overrated predictable,27,3,Negative
1465,need episode 1,32,7,Negative
1467,dont believe hype,25,4,Negative
1468,overblown,11,1,Negative
1469,awful,7,1,Negative
1477,lame,12,2,Negative
1478,episodes dont line wasteful build,44,7,Negative
1479,going watch anyway,34,7,Negative
1481,promosinf beginning disappointing end,55,8,Negative
1484,great plot decent acting,30,5,Negative
1485,vip vip question,37,8,Negative
1486,great show one really annoying character,51,8,Negative
1492,good,6,1,Negative
1493,damp good never saw type webseries,46,9,Negative
1497,bafflingly bad acting,24,3,Negative
1500,83 lot people serious judgment issues,52,8,Negative
1501,nothing really new older,37,7,Negative
1502,best tv show,14,3,Negative
1505,garbage,9,1,Negative
1506,bad,10,2,Negative
1508,boring predictable bad ripoff hunger games saw series,71,12,Negative
1512,first thought,17,3,Negative
1514,finale kinda ruined,31,6,Negative
1520,captivating throughout never dull moment,45,6,Negative
1523,wow,5,1,Negative
1524,binged please dont remake ruin,38,6,Negative
1525,wow,5,1,Negative
1526,redundant conversations buggy plots,38,4,Negative
1530,netflix please make season 2,36,6,Negative
1532,good better,27,5,Negative
1533,got crying,16,3,Negative
1534,korea,21,4,Negative
1535,thumbs,11,2,Negative
1538,okay,11,2,Negative
1539,good,15,3,Negative
1543,good story bad,23,5,Negative
1544,good bad either,29,6,Negative
1547,dont miss birthday,38,7,Negative
1548,4th gamemy heart get melted,34,6,Negative
1549,good,6,1,Negative
1550,pretty dang good,18,3,Negative
1551,zero sum,22,5,Negative
1555,review,19,3,Negative
1556,another mediocre shownot worth hype,55,9,Negative
1558,watched curiosity,26,4,Negative
1560,decent,9,1,Negative
1564,cant made,23,5,Negative
1570,general review warning spoiler alert,43,5,Negative
1572,reason watched netflix show ever,60,12,Negative
1574,good show bad parts,30,6,Negative
1579,wow jaw dropping scenes left right,45,8,Negative
1580,knew assignment,33,5,Negative
1582,worth hype sloppy characters,39,6,Negative
1584,rubbish trash,16,2,Negative
1595,reminds snowpiercer chris evans,38,5,Negative
1596,cool story till halfway ridiculous ending,47,7,Negative
1597,awful vips obvious plot,29,5,Negative
1598,predictable many plot holes,41,7,Negative
1599,long time tv series like,37,8,Negative
1602,missing something pretty dull slow rather annoying,71,12,Negative
1604,shock value wears quickly,35,6,Negative
1607,worst betrayal time show,44,9,Negative
1613,sprint fell short finish line,38,7,Negative
1614,wow,5,1,Negative
1615,excellent series except vip acting,41,6,Negative
1617,dont mind critics,23,4,Negative
1618,basically ok,19,3,Negative
1619,interesting weak ending,34,5,Negative
1623,sadistic gross,20,3,Negative
1628,frustrating,16,1,Negative
1629,new idea,16,4,Negative
1632,entertaining dont understand hype,44,6,Negative
1634,violence problem,33,6,Negative
1635,sooo good,11,2,Negative
1638,recycled ideas place,35,6,Negative
1640,good korean series,27,5,Negative
1641,terrible,10,1,Negative
1647,spoiler,12,2,Negative
1648,wow wow,16,3,Negative
1652,good predictable,27,4,Negative
1660,would 810,24,5,Negative
1667,decent,8,1,Negative
1670,couldnt stop watching till end,40,7,Negative
1671,yet another emperors new clothes kind movie south korea,67,11,Negative
1681,bad predictable,26,4,Negative
1682,get hooked ride episode 1,40,8,Negative
1684,yes vips sucked didnt ruin series,55,10,Negative
1687,story rich ppl killing poor ppl fun,47,9,Negative
1689,gihun played lee jungjae,34,6,Negative
1690,boring games everyones saint,38,6,Negative
1691,predictable enjoyable,27,3,Negative
1693,first korean tv series wao,34,6,Negative
1694,wow,6,1,Negative
1695,great start goes downhill,42,6,Negative
1702,worst drama ever,19,3,Negative
1706,definitely one wellmade netflix shows korea,61,10,Negative
1707,wow,5,1,Negative
1714,waste time,15,3,Negative
1716,great plot acting,26,4,Negative
1719,great suggestion make,37,7,Negative
1723,vip hate,10,2,Negative
1724,entertaining addictive series occasionally shallow plot,72,10,Negative
1725,bad made angry,25,6,Negative
1729,miscalculation,16,1,Negative
1732,really good show,28,6,Negative
1734,2 stars vips,23,5,Negative
1737,hyped series ever,30,5,Negative
1740,terrible ending,17,2,Negative
1741,910 first review,22,4,Negative
1745,trash series predictable boring bad acting,47,6,Negative
1746,great show w one obvious issue,32,6,Negative
1750,plotdriven actionpacked ultimately shallow,48,4,Negative
1753,reaction,14,2,Negative
1755,garbage,9,1,Negative
1758,good,13,3,Negative
1760,wow,5,1,Negative
1764,hyped,12,2,Negative
1766,bad,10,2,Negative
1767,stupid ending ruined show weekend,46,8,Negative
1769,series original vips acting horrible,51,8,Negative
1770,bad,5,1,Negative
1772,wow get hooked,20,4,Negative
1780,push first episode,32,5,Negative
1781,10 thumbs,16,3,Negative
1785,much potential,19,3,Negative
1788,okay show doesnt keep hype tho,53,11,Negative
1789,captivating yet unsatisfactory,32,3,Negative
1793,im short handed describe,38,7,Negative
1795,roller coaster emotions,28,4,Negative
1801,boring,8,1,Negative
1803,great show wow acting gets bad episode 7,53,11,Negative
1808,series kalash jamila iraq wish part two asun,62,11,Negative
1811,show trash,21,4,Negative
1819,ridiculous im worried humanity,40,6,Negative
1820,40 generic,22,5,Negative
1821,pretty overrated,18,2,Negative
1831,great concept really bad acting vip sucked,56,10,Negative
1832,great series mediocre ending,32,5,Negative
1838,like trytobeedgy student film netflix budget,59,9,Negative
1840,pretty good,13,2,Negative
1842,interesting got hooked,31,5,Negative
1844,good show disappointing ending,33,4,Negative
1845,boring didnt really meet expectations,49,7,Negative
1849,really good show,22,3,Negative
1850,blown away jaw dropping moments,39,6,Negative
1851,wish could give 75 stars,29,6,Negative
1852,really hope theres second season third,51,10,Negative
1855,expected korean entertainment,37,5,Negative
1856,1010 would watch,25,4,Negative
1857,get hype,23,6,Negative
1860,wow,6,1,Negative
1863,fly moon,20,5,Negative
1864,expressive,17,2,Negative
1865,first ep good started raining plot holes,70,13,Negative
1870,gganbu wow,12,2,Negative
1871,fun disappointing bits spoilers,45,6,Negative
1876,unexpected tv show,26,4,Negative
1880,amazing show stupid vips,32,5,Negative
1881,guilty,9,1,Negative
1891,trash,27,4,Negative
1892,wow felt like watching anime,42,9,Negative
1893,live laugh love witness murder,42,6,Negative
1894,must watch fabulous web series korea good content,59,10,Negative
1897,review,19,3,Negative
1899,extremly pointless waste korean time,41,6,Negative
1903,love show needs recreated usa nollywood,58,11,Negative
1905,symbolisms good,29,5,Negative
1912,amazing show awful translation,33,4,Negative
1913,ali,5,1,Negative
1914,revive saebyeok,17,2,Negative
1915,best ever korean drama even vips bad acting,54,10,Negative
1917,slow start stick,33,7,Negative
1918,sucks,7,1,Negative
1924,worst series,18,3,Negative
1926,never saw coming,21,4,Negative
1929,dark twisted depressing yet incredibly boring,54,7,Negative
1931,high adrenaline show,29,5,Negative
1936,cool film one problem bad words,55,12,Negative
1938,good serie,12,2,Negative
1940,bit boring lots plot holes,33,7,Negative
1946,disappointment,23,3,Negative
1947,good,6,1,Negative
1960,ok killed last episodes,55,11,Negative
1962,could better,17,3,Negative
1964,cried,12,3,Negative
1966,amazing tv show without western bs,36,6,Negative
1967,strong start lousy finish,28,4,Negative
1968,insanely good,16,2,Negative
1970,spoiler free review,21,3,Negative
1971,richard bachman,17,2,Negative
1973,games review,21,3,Negative
1977,nive movie,18,3,Negative
1978,muck brown,12,2,Negative
1980,worst scenario,16,2,Negative
1986,painfully relevant meaningful,35,4,Negative
1990,add actors,17,3,Negative
1991,depressing predictable,28,3,Negative
1992,something missing,19,2,Negative
1995,horrible show,15,2,Negative
1999,bad copy alice borderland,35,7,Negative
2000,ok,4,1,Negative
2005,could cool,23,4,Negative
2007,ending would expected,38,7,Negative
2011,overrated predictable,27,3,Negative
2012,really god,12,2,Negative
2018,great series lame ending,27,4,Negative
2020,watchable,11,1,Negative
2021,dont waste time watching,35,6,Negative
2022,created imdb account rate,38,7,Negative
2025,bad,10,2,Negative
2027,mediocre tv show,23,4,Negative
2033,cheap,7,1,Negative
2037,money meaning,19,3,Negative
2038,worst,11,2,Negative
2039,dont get hype,20,4,Negative
2042,trash,7,1,Negative
2048,hyped reason,24,5,Negative
2051,good,11,2,Negative
2053,gods,28,5,Negative
2055,netflix recycling program,27,3,Negative
2058,predictable horrible acting,31,4,Negative
2060,bad serries bad entertained,59,11,Negative
2061,action packed void character lacking rhythm,53,8,Negative
2062,boring af,11,2,Negative
2064,seriously,13,1,Negative
2065,lame,6,1,Negative
2067,tedious,9,1,Negative
2068,overatted predictable stereotyped,37,3,Negative
2069,sadistic childish,23,3,Negative
2070,entertaining lacks good games,35,5,Negative
2071,please watch alice borderland instead,43,6,Negative
2075,fans,16,3,Negative
2080,dont waste time watching,38,6,Negative
2082,great show vip cast straight room,44,8,Negative
2083,running man long walk one deeir,48,10,Negative
2084,lost translation,21,3,Negative
2085,another christophobic series netflix,43,5,Negative
2086,really dont understand people gone crazy,65,11,Negative
2088,players chose play,43,8,Negative
